,Metrica,Agglomerative,Spectral,Optics,Meanshift,BIRCH,Dbscan,Affinity,Kmeans
0,completeness_score,0.9999999999999998,0.9999999999999996,0.9999999999999997,1.0,0.9999999999999996,0.9999999999999998,0.9999999999999998,1.0
1,fowlkes_mallows_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,mutual_info_score,0.6488071640766283,0.5673952726321516,1.8026422743081727,0.0,0.5673952726321516,0.9069501795099646,2.322870461991203,0.6488071640766284
3,rand_score,0.39225247189489365,0.3807975851860452,0.6485942609469632,0.0,0.3807975851860452,0.5023896596428088,0.882413265997175,0.39225247189489365
